Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Transforming clinical medicine with multimodal artificial intelligence, agentic systems, and the model-context protocol: a perspective on future directions",Discover Health Systems,,,,10.1007/s44250-026-00343-w,Joon Yul ChoiTae Keun Yoo,2026,https://link.springer.com/article/10.1007/s44250-026-00343-w,Article
The Future Work,Machine Unlearning: Concepts and Implementations,,,,10.1007/978-981-92-1142-5_10,Weiqi WangShui Yu,2026,https://link.springer.com/chapter/10.1007/978-981-92-1142-5_10,Chapter
Artificial Intelligence,Strategic Blueprint for Enterprise Analytics,,,,10.1007/978-3-031-55885-6_6,Liang WangJianxin Zhao,2024,https://link.springer.com/chapter/10.1007/978-3-031-55885-6_6,Chapter
Exploring Azure AI Foundry,Level Up with Azure AI Foundry,,,,10.1007/979-8-8688-1868-4_2,Sagar Lad,2025,https://link.springer.com/chapter/10.1007/979-8-8688-1868-4_2,Chapter
On Controllability in Agentic AI: A Survey,Minds and Machines,,,,10.1007/s11023-026-09783-y,My H. NguyenDuc-Hai NguyenBarry O’SullivanHoang D. Nguyen,2026,https://link.springer.com/article/10.1007/s11023-026-09783-y,Article
Responsible AI and Risk Framework,Enterprise Guide for Implementing Generative AI and Agentic AI,,,,10.1007/979-8-8688-1603-1_7,Shakuntala Gupta EdwardRahul BhattacharyaVikas Sinha,2025,https://link.springer.com/chapter/10.1007/979-8-8688-1603-1_7,Chapter
Data Privacy in Enterprise AI,Enterprise AI,,,,10.1007/978-3-032-01940-0_5,Neil G. MarchantYing ZhaoBenjamin I.  P. RubinsteinOlga Ohrimenko,2025,https://link.springer.com/chapter/10.1007/978-3-032-01940-0_5,Chapter
Advanced Topics in Trustworthy Machine Learning,Trustworthy Machine Learning under Imperfect Data,,,,10.1007/978-981-96-9396-2_5,Bo HanTongliang Liu,2026,https://link.springer.com/chapter/10.1007/978-981-96-9396-2_5,Chapter
Responsible Flexibility in the Generative Artificial Intelligence Adoption: Integration of Dynamic Capabilities and Ethical Governance,Global Journal of Flexible Systems Management,,,,10.1007/s40171-026-00503-0,Raman Kumar SinghPrashant KumarManmohan Prasad Gupta,2026,https://link.springer.com/article/10.1007/s40171-026-00503-0,Article
AI-Driven Secure and Compliant Real-Time Cloud Monitoring,Revolutionizing the Cloud,,,,10.1007/978-3-032-07479-9_9,Aditya GuptaChhaya Gunawat,2026,https://link.springer.com/chapter/10.1007/978-3-032-07479-9_9,Chapter
Unveiling Typographic Deceptions: Insights of&#xa0;the&#xa0;Typographic Vulnerability in&#xa0;Large Vision-Language Models,Computer Vision – ECCV 2024,,,,10.1007/978-3-031-73202-7_11,Hao ChengErjia XiaoJindong GuLe YangJinhao DuanJize ZhangJiahang CaoKaidi XuRenjing Xu,2025,https://link.springer.com/chapter/10.1007/978-3-031-73202-7_11,Conference paper
Strategic Cloud–AI Architecture,The Microsoft AI Insider’s Playbook,,,,10.1007/979-8-8688-2730-3_10,Krishna C. Mukherjee,2026,https://link.springer.com/chapter/10.1007/979-8-8688-2730-3_10,Chapter
"Pathways, Limitations, and Future Directions for Embedding Values in Large Models",AI Ethics: A Cross-Cultural Dialogue,,,,10.1007/978-981-95-8023-1_21,Ying ZhouYan Teng,2026,https://link.springer.com/chapter/10.1007/978-981-95-8023-1_21,Chapter
The Emerging Risks of Artificial Intelligence: A Cybersecurity Perspective,Proceedings of the 19th International Conference Inter-Eng 2025 Interdisciplinarity in Engineering Held During 3–4 October 2025,,,,10.1007/978-3-032-17033-0_5,Nasr-Eddine JabariOthman BenmalekKhaoula BenmoussaMoulay Driss El Ouadghiri,2026,https://link.springer.com/chapter/10.1007/978-3-032-17033-0_5,Conference paper
ARM-AI: A Multi-agent Architectural Paradigm for Autonomous Risk Management in Software Engineering,"New Technologies, Development and Application IX",,,,10.1007/978-3-032-30110-9_42,Claudiu Florin IuonasAurel Mihail TituIoan Danut Iuonas,2027,https://link.springer.com/chapter/10.1007/978-3-032-30110-9_42,Conference paper
Overview of Safeguard’s Practice,A Practical Guide to Generative AI Using Amazon Bedrock,,,,10.1007/979-8-8688-1414-3_8,Avik Bhattacharjee,2025,https://link.springer.com/chapter/10.1007/979-8-8688-1414-3_8,Chapter
GAZE: Grounded Agentic Zero-Shot Evaluation with&#xa0;Viewer-Level Tools and&#xa0;Literature Retrieval on&#xa0;Rare Brain MRI,Artificial Intelligence in Healthcare,,,,10.1007/978-3-032-35393-1_4,Duaa AlimMogtaba AlimLiam Chalcroft,2027,https://link.springer.com/chapter/10.1007/978-3-032-35393-1_4,Conference paper
From evaluator to principal: the agentic AI literacy framework (AALF) for delegated autonomy,AI and Ethics,,,,10.1007/s43681-026-01167-3,Rohith Nama,2026,https://link.springer.com/article/10.1007/s43681-026-01167-3,Article
Architecting Agentic AI Systems with a Well-Architected Framework,Agentic AI in Enterprise,,,,10.1007/979-8-8688-1542-3_2,Sumit RanjanDivya ChembachereLanwin Lobo,2025,https://link.springer.com/chapter/10.1007/979-8-8688-1542-3_2,Chapter
Azure AI Services: A Deep Dive,The Microsoft AI Insider’s Playbook,,,,10.1007/979-8-8688-2730-3_11,Krishna C. Mukherjee,2026,https://link.springer.com/chapter/10.1007/979-8-8688-2730-3_11,Chapter
Automated threat defense: a comprehensive survey on red and blue team automation using machine learning techniques,International Journal of Information Security,,,,10.1007/s10207-026-01290-6,Euclides Carlos Pinto NetoShahrear IqbalScott BuffettMadeena SultanaAdrian Taylor,2026,https://link.springer.com/article/10.1007/s10207-026-01290-6,Article
Recognizing Selected Features in&#xa0;the&#xa0;News Text,"Big Data Analytics in Astronomy, Science, and Engineering",,,,10.1007/978-3-031-86193-2_17,Agata KaczmarekFilip TobolewskiMaria GanzhaMarcin PaprzyckiAnna Wróblewska,2025,https://link.springer.com/chapter/10.1007/978-3-031-86193-2_17,Conference paper
"Collaborative Agents (Multi-agent Systems, Human–AI Teaming)",Agentic AI for Engineers,,,,10.1007/979-8-8688-2361-9_12,Dhivya Nagasubramanian,2026,https://link.springer.com/chapter/10.1007/979-8-8688-2361-9_12,Chapter
"Testing, Debugging, Evaluation, and Deployment Considerations",Agentic AI for Engineers,,,,10.1007/979-8-8688-2361-9_13,Dhivya Nagasubramanian,2026,https://link.springer.com/chapter/10.1007/979-8-8688-2361-9_13,Chapter
Secure AI Prompt Handling,Advanced Blazor Architecture with .NET 10 and Azure OpenAI,,,,10.1007/979-8-8688-2518-7_8,Amit PrasadHarvendra Singh,2026,https://link.springer.com/chapter/10.1007/979-8-8688-2518-7_8,Chapter
"Intelligence beyond knowledge: control, architecture, and the structural law of artificial agency",AI and Ethics,,,,10.1007/s43681-026-01256-3,Huiwen Han,2026,https://link.springer.com/article/10.1007/s43681-026-01256-3,Article
Production Deployment and Scaling Strategies,Mastering Retrieval-Augmented Generation,,,,10.1007/979-8-8688-1808-0_15,Ranajoy Bose,2025,https://link.springer.com/chapter/10.1007/979-8-8688-1808-0_15,Chapter
Applications of AI-Based Models for Online Fraud Detection and Analysis,Crime Science,,,,10.1186/s40163-025-00248-8,Antonis PapasavvaSamantha LundriganEd LowtherShane JohnsonEnrico MaricontiAnna MarkovskaNilufer Tuptuk,2025,https://link.springer.com/article/10.1186/s40163-025-00248-8,Article
Jill Watson: A Virtual Teaching Assistant Powered by&#xa0;ChatGPT,Artificial Intelligence in Education,,,,10.1007/978-3-031-64302-6_23,Karan TanejaPratyusha MaitiSandeep KakarPranav GuruprasadSanjeev RaoAshok K. Goel,2024,https://link.springer.com/chapter/10.1007/978-3-031-64302-6_23,Conference paper
Playing by the Rules,Deceptive Intelligence,,,,10.1007/979-8-8688-2177-6_17,Sean Oriyano,2026,https://link.springer.com/chapter/10.1007/979-8-8688-2177-6_17,Chapter
Governing AI Agents in&#xa0;Organizations: Toward an&#xa0;Opportunity - and&#xa0;Risk-Based Framework,Digital Business and Intelligent Systems,,,,10.1007/978-3-032-30863-4_17,Johannes SchneiderDimitrios Symeonidis,2026,https://link.springer.com/chapter/10.1007/978-3-032-30863-4_17,Conference paper
"Monitoring, Drift, and Feedback Loops",Building AI Systems with Python,,,,10.1007/979-8-8688-2758-7_27,Martin Hander,2026,https://link.springer.com/chapter/10.1007/979-8-8688-2758-7_27,Chapter
"Deploying, Monitoring, and Ensuring AI Safety",Level Up with Azure AI Foundry,,,,10.1007/979-8-8688-1868-4_6,Sagar Lad,2025,https://link.springer.com/chapter/10.1007/979-8-8688-1868-4_6,Chapter
Connecting Requirements Engineering to Agentic Development,AI-Driven Transformation - Practical Frameworks for Real-World Impact,,,,10.1007/978-3-662-72549-8_15,Jens KawelkeThomas Niebisch,2026,https://link.springer.com/chapter/10.1007/978-3-662-72549-8_15,Chapter
Systematic literature review on sentiment analysis using transformers,International Journal of Data Science and Analytics,,,,10.1007/s41060-026-01021-z,Sepehr MostafaviYeganeh YahyaviReza Ravanmehr,2026,https://link.springer.com/article/10.1007/s41060-026-01021-z,Article
Erwartete Risiken von „Artificial Intelligence“,Risiko jenseits wiederholter Spiele,,,,10.1007/978-3-658-44202-6_7,Udo Milkau,2024,https://link.springer.com/chapter/10.1007/978-3-658-44202-6_7,Chapter
The Goblet of Governance - Habits of Security and Ethics,The Value Vector,,,,10.1007/979-8-8688-1880-6_5,Jaydeep ChakrabartyHarinee Muralinath,2025,https://link.springer.com/chapter/10.1007/979-8-8688-1880-6_5,Chapter
A Systematic Analysis of&#xa0;AGI and&#xa0;ASI Existential Risk Scenarios,"AI Revolution: Research, Ethics and Society",,,,10.1007/978-3-032-12313-8_2,Yulia KumarJuan Jenny LiDov Kruger,2026,https://link.springer.com/chapter/10.1007/978-3-032-12313-8_2,Conference paper
Implications of Artificial Intelligence for Information Systems,Managing Information Singularity,,,,10.1007/978-3-032-26223-3_6,Boris KantsepolskyLev Topor,2026,https://link.springer.com/chapter/10.1007/978-3-032-26223-3_6,Chapter
Agentic literacy debt: a structural problem the AI literacy field has not yet named,AI and Ethics,,,,10.1007/s43681-026-01152-w,Rohith Nama,2026,https://link.springer.com/article/10.1007/s43681-026-01152-w,Article
Exploring MCP and GitHub Copilot Coding Agent,Vibe Coding with GitHub Copilot,,,,10.1007/979-8-8688-2196-7_5,Naga Santhosh Reddy Vootukuri,2025,https://link.springer.com/chapter/10.1007/979-8-8688-2196-7_5,Chapter
Harnessing Azure AI and Copilot for Governance and Security,Pro Azure Governance and Security,,,,10.1007/979-8-8688-1527-0_13,Rezwanur Rahman,2025,https://link.springer.com/chapter/10.1007/979-8-8688-1527-0_13,Chapter
Run in Production,Building Applications with Large Language Models,,,,10.1007/979-8-8688-0569-1_8,Bhawna Singh,2024,https://link.springer.com/chapter/10.1007/979-8-8688-0569-1_8,Chapter
Digital Vulnerabilities in the Age of AI: A Multi-Level Analysis,Philosophy & Technology,,,,10.1007/s13347-026-01150-0,Emmie HineLuciano Floridi,2026,https://link.springer.com/article/10.1007/s13347-026-01150-0,Article
The Convergence of AI/ML and Cybersecurity: Advancing Digital Forensic Techniques,Artificial Intelligence in Practice,,,,10.1007/978-3-031-89327-8_4,S. S. IyengarSeyedsina NabavirazaviYashas HariprasadPrasad HBC. Krishna Mohan,2025,https://link.springer.com/chapter/10.1007/978-3-031-89327-8_4,Chapter
"Safety, Alignment, and Robustness in Agents",Agentic AI for Engineers,,,,10.1007/979-8-8688-2361-9_8,Dhivya Nagasubramanian,2026,https://link.springer.com/chapter/10.1007/979-8-8688-2361-9_8,Chapter
Systematic review of machine and deep learning models for unmanned aerial vehicles cyber threat&#xa0;defense,Discover Artificial Intelligence,,,,10.1007/s44163-026-00960-7,Usman TariqTariq Ahamed AhangerMansoor Ihsan,2026,https://link.springer.com/article/10.1007/s44163-026-00960-7,Article
$$\ldots $$ In Business,Building Personality-Driven Language Models,,,,10.1007/978-3-031-80087-0_8,Karol PrzystalskiJan K. ArgasińskiNatalia LippDawid Pacholczyk,2025,https://link.springer.com/chapter/10.1007/978-3-031-80087-0_8,Chapter
Epistemic Resolve: Governed Uptake and the Architecture of Mind,Artificial General Intelligence,,,,10.1007/978-3-032-33010-9_12,Khellar CrawfordPatrick Hammer,2026,https://link.springer.com/chapter/10.1007/978-3-032-33010-9_12,Conference paper
Compliance and Auditability,Building AI Systems with Python,,,,10.1007/979-8-8688-2758-7_29,Martin Hander,2026,https://link.springer.com/chapter/10.1007/979-8-8688-2758-7_29,Chapter
Closed-Loop Recovery Mechanism for Multi-agent Process Planning Under Manufacturing Constraints,Advanced Intelligent Computing Technology and Applications,,,,10.1007/978-981-92-3403-5_13,Baosheng YinNingchang Sun,2027,https://link.springer.com/chapter/10.1007/978-981-92-3403-5_13,Conference paper
Deterministic governance for generative systems: a policy-aligned runtime for validating AI outputs,AI and Ethics,,,,10.1007/s43681-026-01172-6,C. Brian SmithDaniel McCarthy,2026,https://link.springer.com/article/10.1007/s43681-026-01172-6,Article
AI in Vendors,AI and Third-Party Risk,,,,10.1007/979-8-8688-2465-4_2,Gregory C. RasnerMaria C. Rasner,2026,https://link.springer.com/chapter/10.1007/979-8-8688-2465-4_2,Chapter
"ChatGPT: potential, prospects, and limitations",Frontiers of Information Technology & Electronic Engineering,,,,10.1631/FITEE.2300089,Jie ZhouPei KeXipeng QiuMinlie HuangJunping Zhang,2023,https://link.springer.com/article/10.1631/FITEE.2300089,Article
Dynamic Normativity: Impact Mitigation,"Normative Ethics, Artificial Intelligence, and Value Alignment",,,,10.1007/978-3-032-22150-6_7,Nicholas Kluge Corrêa,2026,https://link.springer.com/chapter/10.1007/978-3-032-22150-6_7,Chapter
Security for GenAI Systems,Building AI Systems with Python,,,,10.1007/979-8-8688-2758-7_32,Martin Hander,2026,https://link.springer.com/chapter/10.1007/979-8-8688-2758-7_32,Chapter
Code to Scale – Engineering GenAI for Production,The Value Vector,,,,10.1007/979-8-8688-1880-6_4,Jaydeep ChakrabartyHarinee Muralinath,2025,https://link.springer.com/chapter/10.1007/979-8-8688-1880-6_4,Chapter
Ten reasons why—the case for more and better AI regulation,AI and Ethics,,,,10.1007/s43681-025-00865-8,Manuel Woersdoerfer,2025,https://link.springer.com/article/10.1007/s43681-025-00865-8,Article
Agentic AI Communication Protocols and Security,Securing AI Agents,,,,10.1007/978-3-032-02130-4_4,Ken HuangChris Hughes,2025,https://link.springer.com/chapter/10.1007/978-3-032-02130-4_4,Chapter
Security of AI Systems in the Era of Generative and Agentic AI,,,,,hdjfhjhhdg,,2027,https://link.springer.com/collections/hdjfhjhhdg,Collection
Network Intrusion Response Systems: Towards Standardized Evaluation of&#xa0;Intrusion Response,Computer Security. ESORICS 2025 International Workshops,,,,10.1007/978-3-032-16092-8_7,Thomas MarchioroRachida SarouiAlexis Olivereau,2026,https://link.springer.com/chapter/10.1007/978-3-032-16092-8_7,Conference paper
Digital Vulnerability in Human-Machine Interaction: New Insights on Normative and Epistemic Challenges in AI Governance,Human Vulnerability in Interaction with AI in European Private Law,,,,10.1007/978-3-031-93247-2_1,Claudia AmodioAmalia Diurni,2025,https://link.springer.com/chapter/10.1007/978-3-031-93247-2_1,Conference paper
Conversational intelligence framework for secure and energy-efficient wireless sensor networks,Discover Networks,,,,10.1007/s44354-026-00024-3,Sauvik BalLopa Mandal,2026,https://link.springer.com/article/10.1007/s44354-026-00024-3,Article
Transformer Block and Full Transformer Model—It’s Time to Put the Puzzle Together,Building Large Language Models from Scratch,,,,10.1007/979-8-8688-2297-1_9,Dilyan Grigorov,2026,https://link.springer.com/chapter/10.1007/979-8-8688-2297-1_9,Chapter
A survey on learning from graphs with heterophily: recent advances and future directions,Frontiers of Computer Science,,,,10.1007/s11704-025-41059-z,Cheng-Hua GongYao ChengJian-Xiang YuCan XuCai-Hua ShanSi-Qiang LuoXiang Li,2025,https://link.springer.com/article/10.1007/s11704-025-41059-z,Article
JIT-SA: A Governed Engineering Method for&#xa0;Volatile AI-Driven Service Composition,Advanced Information Systems Engineering Workshops,,,,10.1007/978-3-032-28160-9_10,Hirad RezaeiFethi RabhiAmin Beheshti,2026,https://link.springer.com/chapter/10.1007/978-3-032-28160-9_10,Conference paper
"Exploring the Safe Integration of Generative AI in Cybersecurity Education Addressing Challenges in Transparency, Accuracy, and Security",Advances in Teaching and Learning for Cyber Security Education,,,,10.1007/978-3-031-77524-6_1,Arunima ChaudharyAmir JavedWalter ColomboFernando Alva Manchego,2024,https://link.springer.com/chapter/10.1007/978-3-031-77524-6_1,Conference paper
Agentic AI Identity Security,Securing AI Agents,,,,10.1007/978-3-032-02130-4_3,Ken HuangChris Hughes,2025,https://link.springer.com/chapter/10.1007/978-3-032-02130-4_3,Chapter
Ethical Dilemmas and Future Potential of Generative AI in the Financial Sphere,Generative AI in Banking Financial Services and Insurance,,,,10.1007/979-8-8688-0559-2_10,Anshul SaxenaShalaka VermaJayant Mahajan,2024,https://link.springer.com/chapter/10.1007/979-8-8688-0559-2_10,Chapter
Civiverse: A Dataset for&#xa0;Analyzing User Engagement with&#xa0;Open-Source Text-to-Image Models,Computer Vision – ECCV 2024 Workshops,,,,10.1007/978-3-031-92089-9_10,Maria-Teresa De Rosa PalminiLaura WagnerEva Cetinic,2025,https://link.springer.com/chapter/10.1007/978-3-031-92089-9_10,Conference paper
Agent Evals and Benchmarks,Building AI Systems with Python,,,,10.1007/979-8-8688-2758-7_23,Martin Hander,2026,https://link.springer.com/chapter/10.1007/979-8-8688-2758-7_23,Chapter
Auswirkungen und Chancen für Unternehmen und Organisationen,Das ABC der Digitalisierung für Entscheider,,,,10.1007/978-3-658-49375-2_4,Jörg SommerGernot GutjahrCarlo VeltenHeiko Löffler,2025,https://link.springer.com/chapter/10.1007/978-3-658-49375-2_4,Chapter
Investigating in&#xa0;a&#xa0;Post-truth World: Multi-NPC Simulations for&#xa0;Digital Forensics Education,Information Security Education: Educational Strategies for Developing the Future Cybersecurity Workforce,,,,10.1007/978-3-032-28350-4_8,Jarred OrfaoWai Sze Leung,2026,https://link.springer.com/chapter/10.1007/978-3-032-28350-4_8,Conference paper
Unmasking AI-created visual content: a review of generated images and deepfake detection technologies,Journal of King Saud University Computer and Information Sciences,,,,10.1007/s44443-025-00154-8,Yupeng ZhangZongwei PangShanyuan HuangChengyou WangXiao Zhou,2025,https://link.springer.com/article/10.1007/s44443-025-00154-8,Article
Adopting Agentforce,A Complete Guide to Agentforce,,,,10.1007/979-8-8688-2471-5_4,Timo Kovala,2026,https://link.springer.com/chapter/10.1007/979-8-8688-2471-5_4,Chapter
Keys to Agentforce Mastery,A Complete Guide to Agentforce,,,,10.1007/979-8-8688-2471-5_5,Timo Kovala,2026,https://link.springer.com/chapter/10.1007/979-8-8688-2471-5_5,Chapter
The Evolution of SaaS: From Cloud Modernization to AI-Native Design,The Microsoft AI Insider’s Playbook,,,,10.1007/979-8-8688-2730-3_9,Krishna C. Mukherjee,2026,https://link.springer.com/chapter/10.1007/979-8-8688-2730-3_9,Chapter
KI gestütztes Risiko- und Medienmonitoring,Professionelle Krisenkommunikation,,,,10.1007/978-3-658-43639-1_8,Wolf-Dieter RühlPatrick BunkChristina Westerhorstmann,2024,https://link.springer.com/chapter/10.1007/978-3-658-43639-1_8,Chapter
Enhancing low-light images via text-guided multimodal learning,The Visual Computer,,,,10.1007/s00371-026-04583-y,Jiahui TangKaihua ZhouZhijian LuoYueen Hou,2026,https://link.springer.com/article/10.1007/s00371-026-04583-y,Article
The Chatbots That Never Sleep,Deceptive Intelligence,,,,10.1007/979-8-8688-2177-6_10,Sean Oriyano,2026,https://link.springer.com/chapter/10.1007/979-8-8688-2177-6_10,Chapter
Abstracts for MASCC/ISOO Annual Meeting 2025,Supportive Care in Cancer,,,,10.1007/s00520-025-09559-7,,2025,https://link.springer.com/article/10.1007/s00520-025-09559-7,Article
